Geneid	Length	Sample.A	Sample.B	Sample.C	Sample.D	Sample.E	Sample.F
uc033ixs.1	1110	0	0	0	0	0	0
A0A0U1RPC2	5127	72	70	25	23	45	22
D3Z7E7	728	0	0	0	0	0	0
Q8C581	947	0	0	0	0	0	0
D3Z7E8	2934	0	0	0	0	0	0
uc057agm.1	2623	0	0	5	0	0	0
Q3UK10	1220	40	110	405	468	90	502
P04202	2175	350	637	812	820	823	820
Q9DBT3	3205	965	1817	1425	1390	1733	1458
A0A0U1RP69	599	13	70	38	27	53	5
Q8VDM6	2903	2428	3431	3602	4032	3057	3853
Q8VDM6-3	1252	3	0	3	0	5	2
Q00993	5084	0	0	0	0	0	0
Q6PE80	5057	0	0	0	0	0	0
NP_001177904	4793	0	0	0	0	0	0
Q8CCF8	2642	0	0	68	50	0	65
uc012ffz.1	344	0	0	0	0	0	0
D3Z7F1	4533	0	0	27	52	0	65
Q9DBX6	2621	0	0	0	0	0	0
Q9WUD0	1878	0	0	0	0	0	0
G3X8Q9	1905	0	0	0	0	0	0
A6H6J2	1876	0	0	0	0	0	0
P12790	1877	0	0	0	0	0	0
E9Q2N4	945	0	0	0	0	0	0
P15392	1715	0	0	0	0	0	0
Q66X01-2	2636	0	0	0	0	0	0
Q66X01	3919	0	0	0	0	0	0
Q8BU40	4069	0	0	0	0	0	0
D3Z7F5	3334	0	0	0	0	0	0
E9QKM4	3169	0	0	0	0	0	0
NP_001289721	3025	0	0	0	0	0	0
A0A0R4J1M2	2834	0	0	0	0	0	0
Q8R299	960	0	0	0	0	0	0
E9Q593	2182	0	0	0	0	0	0
O55071	3983	5	18	2	0	15	0
Q9WV19	1853	0	0	0	0	0	0
Q91X75	1715	0	0	0	0	0	0
B2RXZ2	2226	0	0	0	0	0	0
P56593	1664	0	0	0	0	0	0
P33267	1820	445	932	34	0	1043	5
E9PWV0	1512	45	35	127	257	37	195
Q91YE2	2206	2045	3360	3751	3522	2977	3719
Q91ZR1	1170	0	0	0	0	0	0
Q3USC3	1434	0	2	5	0	3	0
uc009fve.1	464	2	0	2	3	0	3
uc012fgg.1	88	0	0	0	0	0	0
Q61865	567	30	70	1488	582	95	700
Q62189	1570	1135	1748	1735	1325	1125	1255
NP_001277440	1593	0	0	0	0	0	0
J3QPC3	1748	0	0	0	0	0	0
D3Z7G4	2447	97	110	123	120	105	125
uc057ago.1	120	33	27	43	42	25	50
Q7TS72	3218	5205	14192	17438	10264	15980	14238
uc009fvl.1	314	0	3	0	5	0	0
E9QLB8	2294	530	1078	945	480	1112	590
uc009fvo.1	2130	97	70	95	118	128	135
NP_598531	1234	0	0	0	0	0	0
O08919	3523	93	177	2191	2219	125	2323
Q8K4G1-2	5117	0	0	0	0	0	0
Q8K4G1	5301	5	0	3	7	2	5
D3Z598	4776	0	3	0	0	0	0
E9Q6B8	3658	0	0	0	8	0	0
Q6P7W2	2615	0	5	0	0	3	0
Q6P7W2-2	2470	0	0	0	0	0	0
E9PZC2	5007	0	0	0	0	0	0
Q91ZE6	6773	0	0	0	0	0	0
E9PX29	8737	0	3	95	40	5	52
Q923D2	865	47	87	80	138	88	120
NP_001277454	779	0	0	0	0	0	0
uc009fwe.1	387	1310	1457	1582	1012	1270	1223
uc009fwf.1	177	418	465	552	367	350	375
Q9ERC3	1257	70	128	125	397	107	225
Q9JL10	1188	1759	5144	4900	11233	5497	8414
E9QQ57	4668	0	0	0	0	0	0
O55103-2	5260	2	5	20	48	8	40
A0A0U1RNK1	4305	0	0	0	0	0	0
Q6NVF7	4502	0	0	0	0	0	0
Q3V016	3651	30	98	85	127	117	140
O35405	2372	2549	3618	4264	5102	3889	5377
G5E8E3	2643	72	102	80	78	110	72
Q8R3Y5-3	2177	2	2	2	5	3	0
NP_001116239	1875	0	0	0	0	0	0
Q60823	3311	1683	4044	6175	3939	3634	4781
Q9D6E4	904	0	0	3	0	0	0
Q66L42	3669	0	0	0	0	0	0
D3YXM8	3675	0	0	0	0	0	0
A0A0U1RQ74	1621	5	7	14	10	5	10
G3X9H3	4737	8	30	38	47	33	73
D3YUF8	2141	0	0	0	0	0	0
Q8K0D9	4057	70	48	85	200	55	155
uc012fgn.1	632	0	0	0	0	0	0
uc009fxb.2	530	0	0	0	0	0	0
uc009fxc.2	534	0	2	6	13	0	5
A0A0U1RQ84	5415	175	175	165	265	153	325
F8VPX4	3796	100	105	86	130	132	148
Q3TQG9	3511	85	103	86	95	125	77
B9EJ82	5207	0	0	0	0	0	2
Q3UVF6	5158	0	0	0	0	0	0
uc009fxj.1	883	12	12	14	13	15	8
uc057bzi.1	660	0	0	0	0	3	3
uc009fxk.1	2599	3	3	5	2	2	5
Q52KI6	1925	10	8	9	15	12	17
E9Q2S6	5511	65	88	71	160	55	147
J3QPC5	6546	102	245	75	78	180	70
Q52L53	658	15	20	2	0	10	8
P54775	1934	1891	3242	2375	1962	2983	2210
E9Q9C6	7930	1280	4659	393	17	4561	20
Q8K0P6	4633	0	0	0	0	0	0
Q8R1G8	1126	0	5	0	0	2	0
Q8BZG2	3016	0	0	0	0	0	0
E9PVG8	7922	45	217	229	553	220	605
P35550	1159	1613	5247	6361	2199	4058	2445
Q9Z188-2	2404	0	0	0	0	0	0
Q9Z188	2524	0	0	0	0	0	0
Q9Z188-3	2477	0	10	7	3	7	2
Q6X7S9	1288	27	87	57	25	128	5
E9Q2Y0	2424	62	45	120	188	33	90
Q5FWB9	1215	0	0	0	10	3	5
Q3UND5	2163	0	0	5	5	17	3
uc009fyf.1	385	73	210	73	27	97	57
Q9D880	1179	952	1533	823	570	1015	600
uc029wee.1	260	0	0	0	0	0	0
O55201	4002	5957	14990	8356	9935	13958	10828
uc009fyk.1	2126	38	77	34	55	95	50
P14131	615	16956	39922	27745	15558	36194	17141
uc012fgs.1	94	18	38	44	47	27	37
NP_620091	3059	2	5	57	88	10	77
D3Z5N8	4461	5	5	16	13	8	17
E9QKB6	5052	0	0	0	0	0	0
G5E8T4	5272	0	2	9	10	0	8
uc009fyr.1	1954	8	35	111	100	52	98
uc033ixw.1	95	0	3	7	10	0	5
uc057bzj.1	3313	135	48	232	268	87	272
P22893	2472	0	0	0	0	0	0
Q9DB91	2162	800	1102	650	613	973	678
Q8K2T8	2042	1353	3277	6567	5748	2828	5433
G5E8A7	4391	2413	7800	10190	6772	7405	8299
uc012fgt.1	668	0	0	0	0	0	0
Q9ERL7	1111	5	0	3	0	0	5
NP_001277479	909	0	0	0	0	0	0
Q3U6A4	844	2	0	0	0	0	0
Q2WF71-2	1723	0	0	0	0	0	0
uc029weg.1	57	0	0	0	0	0	0
Q2WF71	2932	20	60	41	55	45	40
uc012fgu.1	552	0	0	0	0	0	0
Q4VK74	582	0	0	0	0	0	0
Q8CGK6	582	0	0	0	0	0	0
Q8VCK7	557	0	0	0	0	0	0
A0A0A0MQ97	1531	8	5	9	5	7	3
Q8BTW9	2898	2546	2948	1053	865	2885	972
uc033ixx.1	60	0	0	0	0	0	0
B2RRA7	1923	7	2	23	8	3	2
Q6DIA9-2	1945	0	0	0	0	0	0
Q6DIA9	1950	0	0	0	0	0	0
Q9QZM8-2	1650	0	0	0	0	0	0
Q9QZM8	1976	0	0	0	0	0	0
uc009fzm.3	1858	0	0	0	0	0	0
O35680	684	645	1057	371	313	850	345
uc009fzp.3	1830	7	2	11	0	3	0
Q9JJL8	1910	368	895	393	307	773	290
J3QPU5	1050	0	8	2	2	0	3
Q60778	2125	695	1850	1312	1100	1402	1132
Q8VDQ8	1863	2	18	12	8	5	20
NP_001116237	1816	0	0	0	0	0	0
Q8VDQ8-4	1653	0	0	0	0	0	0
uc009fzv.1	1619	0	7	11	2	3	5
Q80UW3	2910	20	20	6	7	0	10
uc033ixy.1	73	0	0	0	0	0	0
Q80UW3-2	1591	0	0	0	3	2	0
Q8R081	2142	1727	4486	4174	3648	3691	3645
G3UY38	1531	7	12	14	33	10	35
O35459	1138	1443	3914	5863	6818	3931	6950
Q8K419	1439	0	0	2	2	0	5
O54891	1367	0	0	0	0	0	0
Q9CRB1	597	30	125	2523	9193	97	6469
E9QL26	2828	2	30	30	63	15	62
P57780	3811	19362	56684	94262	83873	56781	101929
Q9DBZ5	2080	18	32	59	62	55	60
Q9DBZ5-2	749	0	0	0	0	0	0
Q3TY56	933	5	13	18	7	15	15
Q3UPT4	2722	0	0	0	0	0	0
P70218	2698	0	5	0	0	0	0
uc009gan.1	527	0	0	0	0	0	0
E9PZQ0	15362	0	2	23	17	10	28
uc009gap.1	3044	0	0	0	0	0	0
uc009gaq.1	1764	0	0	0	0	0	0
uc012fgz.1	59	0	0	0	0	0	0
uc009gar.1	2338	0	0	0	0	0	0
Q8BTM9	6268	0	2	0	0	0	0
uc012fhb.2	4592	0	0	0	0	0	0
Q8BTM9-2	4627	0	0	0	0	0	0
Q8BTM9-3	1550	0	0	0	0	0	0
D3Z100	1361	0	0	0	0	0	0
E9PYD1	1269	0	0	0	0	0	0
A0A0R4J0K0	4056	105	232	145	125	263	150
uc009gay.1	759	13	10	5	5	3	3
G5E8M4	2653	10	53	43	75	60	38
Q80WJ1-3	789	0	0	0	0	0	0
Q9CX56	2176	5521	12428	5898	4171	12763	4832
uc012fhd.1	2608	0	2	0	0	0	0
E9Q355-2	3566	12	30	6	5	25	13
E9Q355-4	2251	0	7	5	5	5	0
Q14BF9	3795	0	0	0	0	0	0
Q3TBV4	4089	388	133	5	2	65	7
Q9CX30-2	1135	0	0	0	0	0	0
Q9CX30	1144	0	0	0	0	0	0
Q9D809	507	77	302	395	503	430	550
Q9WU03	1460	0	0	0	0	0	0
Q9WU03-2	1289	0	0	0	0	0	0
uc009gbm.1	815	8	3	5	7	0	10
uc057agr.1	3252	20	13	14	33	7	47
Q91VC7	531	5	10	3692	3150	13	3690
Q6GTK4	2278	7	5	197	110	5	190
A6H637	3694	0	0	0	0	0	0
Q8BGC2	3697	0	0	0	0	0	0
Q4VBF3	4244	0	0	0	0	0	0
G3X9J0	7809	275	333	164	228	300	212
A7MCX1	1880	12	15	21	23	20	30
uc057bzk.1	1708	0	0	0	0	0	0
NP_001074497	2772	0	0	0	0	0	0
uc009gbv.1	1996	0	0	0	0	0	0
uc009gbw.1	625	0	0	0	0	7	0
Q8CDS5	4111	12	33	3	0	75	0
C6KI89	4145	25	85	16	28	83	22
Q9D9H7	1078	0	0	0	0	0	0
Q9D654	5711	273	677	309	387	645	380
uc012fhj.1	83	3	3	0	0	2	0
uc057bzl.1	2940	0	8	9	5	10	5
Q78FW7	2604	0	0	0	0	0	0
Q60585	2474	0	0	0	0	0	0
Q80ZX2	4525	285	207	164	413	190	288
Q3UVK2	2539	0	7	18	10	8	33
Q8R2Q3	2764	0	0	0	0	0	0
Q3V1P9	3033	0	0	3	0	0	0
uc009gci.1	122	0	0	0	3	0	0
Q7TMN8	3334	77	25	91	138	63	95
P10077	3852	132	112	173	250	95	255
uc033iyd.1	59	0	0	0	0	0	0
A0A087WRR7	2914	55	58	114	252	82	190
Q8BIJ3	2273	8	5	23	15	5	10
Q80W31	3711	77	138	164	345	127	287
uc009gcs.1	1022	222	612	739	645	448	612
E9PYI1	7183	0	0	0	0	0	0
Q0VGV0	7180	0	0	0	0	0	0
P10755	3491	15	10	279	340	15	308
Q6P9Y7	2520	0	0	0	0	0	0
S4R1G9	2017	0	0	0	0	0	0
Q6P9Y7-3	1910	0	2	0	8	0	2
Q8VCI1	1692	10	40	32	53	43	30
Q62513	3716	745	1375	820	1654	1085	1465
uc057ags.1	1945	0	15	0	2	10	10
B2RXC5	2193	5	25	114	115	7	142
uc029wei.1	32	0	0	9	0	0	12
uc009gdh.1	29	0	0	5	0	0	0
uc009gdi.2	31	0	0	0	5	3	0
uc009gdj.1	33	0	0	5	2	3	3
uc009gdk.2	60	0	0	2	2	0	5
uc009gdl.1	31	0	0	3	2	0	5
uc029wej.1	31	0	0	9	0	0	7
uc009gdm.1	42	0	0	7	3	0	2
uc029wek.1	32	0	0	5	8	0	8
Q8BQN6	2030	680	1965	2582	1752	1808	1770
Q3UGK8	2955	55	40	155	150	52	148
P56392	366	135	183	153	90	107	110
O88456	1175	0	10	27	3	7	5
A0A0R4IZW8	1430	12	182	536	135	220	190
Q9D1E6	1173	890	1665	1897	1608	1408	1921
P60898	690	653	707	470	455	475	473
D3YYM0	2018	10	13	5	0	15	5
F6R9F0	3413	0	0	0	0	0	0
E9QK36	4744	0	0	0	0	0	0
uc009gdw.2	4793	2	0	0	0	0	0
uc009gdy.1	485	0	0	0	0	0	0
D3YYI4	1184	20	5	0	0	8	3
B9EHT4	3300	25	10	1552	2645	17	2028
Q8K2U2	945	380	953	573	537	642	507
Q8CII8	1354	312	603	18	8	435	7
H3BL35	1105	0	0	0	0	0	0
Q3U276	967	370	995	164	168	603	123
uc029wel.1	21	0	0	0	0	0	0
Q8BLY3	2861	43	23	61	195	37	150
O54885	566	10	15	41	2	17	5
Q9QUJ0	442	0	0	0	0	0	0
Q9QUJ0-2	418	0	0	0	0	0	0
B7ZNZ7	373	0	0	0	0	0	0
Q2TB02	2113	353	432	279	145	450	108
A0A0R4IZZ1	2392	0	0	0	0	0	0
Q03157	2573	0	0	0	0	0	0
Q7TSU7	3122	2	10	5	8	12	2
Q7TSU7-2	1071	0	0	0	0	0	0
Q9QZS7-2	3935	0	0	0	0	0	0
Q9QZS7	5661	0	0	0	0	0	0
uc012fhq.1	1339	0	0	0	0	0	0
Q8VCZ9	1817	0	0	3	0	0	0
F6ZBU4	948	0	0	0	0	0	0
uc009gep.1	2648	0	0	0	3	0	0
A0A0R4J0X7	1497	5	2	5	3	0	3
Q80YF9	4447	8	0	9	10	5	3
NP_001276599	4337	0	0	0	0	0	0
Q7TSA6	2466	93	205	150	202	155	182
Q7TSA6-2	2022	15	15	12	10	25	5
uc009gev.1	1269	10	2	35	15	5	27
uc057agv.1	77	2	2	2	10	0	5
Q5EBG6	1325	13	10	268	307	13	360
NP_001277498	1124	0	13	2	0	0	8
Q9D8N6	998	0	0	0	0	0	0
Q9CQR7	650	1135	2281	962	828	2230	975
Q8BGJ9	1881	0	0	0	0	0	0
Q3U4N7	2902	10	32	25	15	15	28
uc009gfc.1	499	0	2	0	0	0	0
E9Q0U5	2212	0	0	0	0	0	0
Q6P6H8	2792	0	0	0	0	0	0
uc012fht.1	5700	0	0	0	0	0	0
NP_001277502	8484	0	0	0	0	0	0
O08550	8457	0	0	0	0	0	0
uc033iyi.1	58	0	0	0	0	0	0
B2RQ06	1775	10	33	18	7	37	8
Q9JKD9-2	856	3	0	0	0	0	0
Q9D132	1308	12	108	7	10	90	20
P56391	505	7556	9200	5645	3438	9433	4024
P41163	1048	0	0	0	0	0	0
Q91V81-2	3929	393	1127	764	905	900	810
Q91V81	1167	8	0	5	5	2	0
D3YYW8	784	0	0	0	0	0	0
uc009gfr.1	1024	5	3	0	3	7	2
Q9D786	2195	0	0	0	0	0	0
uc009gft.2	2134	0	0	0	0	0	0
uc009gfv.2	565	0	0	0	0	0	0
Q497Q9	699	0	0	0	0	0	0
Q9D807	610	0	0	0	0	0	0
E9QNX7	3587	0	0	0	0	0	0
Q91WH7	3470	0	0	0	0	0	0
Q9CQG6	868	0	0	0	0	3	5
uc009ggb.1	801	0	0	0	0	0	0
uc009ggc.1	1276	43	88	70	107	72	120
S4R2G5	1458	0	0	0	0	2	0
A0A0R4J2A5	732	0	0	0	0	0	0
E9QPB2	2286	240	692	32	20	863	30
E9Q2P1	2070	0	0	0	0	0	0
E9QLW7	2022	0	0	0	0	0	0
E9QLW8	1977	0	0	0	0	0	0
Q6P253-3	661	3	0	0	0	2	2
Q3V2T4-2	401	0	0	0	0	0	0
B7ZNU6	359	0	0	0	0	0	0
Q3V2T4	456	0	0	0	0	0	0
Q8VCK6	2826	3	0	5	5	0	10
Q3UFD7	1625	0	0	0	0	0	0
Q76JU9	903	0	0	0	0	0	0
Q3UP36	4854	0	3	0	0	2	0
uc009ggv.2	4130	0	0	0	0	0	0
uc009ggy.2	285	0	0	0	0	0	0
Q3ZB60	2242	0	0	0	0	0	0
A0A087WPR1	2368	0	0	0	0	0	0
P20917-2	2427	0	0	0	0	0	0
A0A087WRD6	2369	0	0	0	0	0	0
Q5M9M1	437	0	0	0	0	0	0
uc009ghe.1	173	142	290	188	193	353	198
Q9EQ21	394	0	2	45	5	3	8
Q64705-2	2063	0	0	0	0	0	0
Q64705	2419	13	48	21	27	27	25
uc012fhz.1	484	0	0	0	0	0	0
uc009ghi.1	3660	42	135	36	60	128	45
Q99KG5	2177	0	2	0	0	0	0
Q99KG5-2	2120	0	0	0	0	0	0
Q99KG5-3	1973	0	0	0	0	0	0
uc009ghm.2	1218	65	80	5	10	72	12
Q0VAY3	1484	0	3	0	0	7	2
NP_001229576	1456	0	0	0	0	0	0
P97808	1407	0	2	0	0	0	0
F8WJA1	1028	0	0	0	0	0	0
E0CXN1	3211	0	18	14	0	30	8
uc033iym.1	60	0	0	5	0	0	0
P59648	678	0	0	0	0	0	0
uc009ghs.1	669	0	0	0	0	0	0
uc009ght.2	341	0	0	0	0	0	0
Q9Z239	829	0	0	0	5	3	0
NP_062376	559	0	0	0	0	0	0
Q8K1S1	3444	45	88	48	30	65	25
Q61835	524	0	0	0	0	0	0
Q80UV3	925	2	30	7	33	15	12
E9Q5P0	1743	2	0	2	0	3	3
O35453	1866	0	0	0	0	0	0
G3UWE8	1806	0	0	0	0	0	0
P97952	1515	73	23	559	702	45	697
Q8VEF1	2681	0	0	0	0	0	0
uc009gig.1	2752	42	52	148	55	43	60
uc009gih.1	1134	0	0	5	5	0	5
A0A087WNN9	526	0	0	0	0	0	0
O35176	419	0	0	0	0	0	0
G5E8B4	512	0	0	0	0	0	0
D2XZ38	339	0	0	0	0	0	0
J3QJY4	419	0	0	0	0	0	0
D3YYY1	517	0	0	0	0	0	0
D2XZ31	825	0	0	0	0	0	0
A0A087WR49	520	0	0	0	0	0	0
S4R2L0	511	0	0	0	0	0	0
A0A087WP21	417	0	0	0	0	0	0
S4R2V3	850	0	0	0	0	0	0
uc029wer.1	34	0	0	0	0	0	0
uc029wes.1	34	0	0	0	0	0	0
uc029wet.1	38	0	0	0	0	2	0
A0A087WPA9	520	0	0	0	0	0	0
J3QM75	527	0	0	0	0	0	0
F6WYW0	282	0	0	0	0	0	0
J3QK77	520	0	0	0	0	0	0
E9PWZ2	420	0	0	0	0	0	0
A0A087WQA9	510	0	0	0	0	0	0
uc009gil.1	516	0	0	0	0	0	0
Q7M747	503	0	0	0	0	0	0
B1B0N6	400	0	0	0	0	0	0
Q8JZX1	529	0	0	0	0	0	0
Q8R1E9	580	0	0	0	0	0	0
A0A087WRN7	828	0	0	0	0	0	0
Q91WB5	409	0	0	0	0	0	0
A2BH64	491	0	0	3	8	2	2
Q7TQJ8	1955	187	632	1853	1735	500	1600
uc009git.1	1063	2	2	0	5	0	5
Q9Z1F9	2524	808	1395	1579	1380	990	1635
uc009giv.1	820	3	0	0	0	2	0
Q8C5N5	1283	268	535	327	350	375	327
P06745	2887	4189	10427	9298	6672	10364	7191
B7ZWL9	1600	25	70	141	80	35	72
uc057bzr.1	1884	7	5	11	10	3	10
uc009giy.1	4175	13	22	6	10	33	10
Q8C5X1	5808	0	0	0	0	0	0
A0A0U1RNZ3	5024	3	0	5	0	0	0
Q3UYG5	2052	75	218	145	120	190	170
uc009gjc.1	1471	0	0	0	0	0	0
Q8K2F8	2723	242	472	588	643	388	638
F6X2V9	663	0	0	0	0	0	0
Q8K0E1	2642	155	725	3295	2712	665	2661
Q8BQ86	2787	3	18	9	5	17	12
Q11136	1853	795	2048	964	783	1515	870
uc012fif.1	409	0	0	0	0	0	0
P53568	4702	1787	4282	2502	2208	3618	3031
P53566	2639	1278	5204	3699	3401	4508	3360
E9Q248	629	0	0	0	0	0	0
P63115	1950	0	0	44	20	2	17
Q52KH0	2088	0	0	0	5	2	0
E9Q1T6	3994	17	32	657	908	8	757
uc033iyv.1	74	0	0	0	0	0	0
Q9DBM1	3057	0	2	0	0	0	0
uc012fig.1	3010	0	0	0	2	0	0
Q8BWR8	3439	6021	7080	457	462	8701	462
Q8BHL6	1788	147	125	48	68	115	50
uc009gju.1	2004	2	0	0	0	5	0
Q9CZX2	2567	0	0	0	0	0	0
uc012fih.1	2764	5	5	2	10	3	5
Q9QXA6	2401	0	0	2	0	0	0
Q9CWU0-2	1621	0	0	0	0	0	0
A0A0U1RNL0	1462	0	0	0	0	0	0
P11930	1922	312	542	335	268	318	275
Q148R9	6587	0	2	20	10	8	15
A0A0R4J2C4	1929	23	35	55	40	30	63
uc012fil.1	1693	0	0	0	0	0	0
Q3UMR0	4292	0	0	0	0	0	0
Q3UMR0-2	4127	0	0	0	0	0	0
uc029wev.1	4368	22	17	36	68	33	45
P56812	642	440	1237	1672	1308	1153	1618
Q71B07	7671	370	305	679	852	218	943
Q6ZPY5	6800	633	525	591	935	437	890
uc012fio.1	696	0	8	5	0	7	7
uc029wew.1	30	0	0	0	0	0	0
A0A0R4J017	5002	5	5	164	203	5	150
uc029wex.1	44	0	0	0	0	0	0
Q8K083	7072	0	0	2	0	0	0
uc009gkn.1	1169	0	0	0	0	0	0
uc009gko.1	1060	0	0	0	0	0	0
uc012fiq.1	2700	0	0	0	0	0	0
Q3TLD5	3568	145	192	345	413	133	362
Q61457	1956	610	527	614	620	285	648
Q8WUR0	3450	955	560	49727	13176	668	16898
Q3TB82	1559	1000	1528	3432	5539	1612	7512
Q9CR08	1214	198	423	307	250	347	227
uc029wey.1	1337	0	0	0	0	0	0
Q8CDK1	3441	0	0	0	3	0	5
Q8CDH4	2966	0	0	0	0	0	0
W4VSN8	3047	0	2	0	0	0	3
uc009gla.1	2315	0	3	0	0	2	3
NP_001229950	1980	0	0	0	0	0	0
uc009glb.1	2483	10	15	7	35	10	10
G3X9T2	5964	120	277	727	820	248	772
uc009gld.1	397	0	0	0	0	0	0
uc009gle.1	252	0	0	0	0	0	0
uc009glf.1	1202	0	0	0	0	0	0
uc029wfb.1	1000	0	0	0	0	0	0
uc009glg.2	2918	0	0	0	0	0	0
Q9JME9	1455	0	2	0	0	0	2
B2RX47	2022	0	0	0	0	0	0
E9PVP9	2852	0	0	0	0	0	0
uc057agy.1	726	0	0	0	0	0	0
Q3V0A6	3033	0	0	0	0	0	0
Q4KL68	2931	2	0	12	10	2	15
Q7TPX5	2783	0	0	0	0	0	0
A0A0U1RNH4	1761	0	0	0	0	0	0
uc009glo.1	906	0	12	15	12	3	18
L7N269	2592	0	8	20	17	7	23
Q3TPQ7	3411	88	88	132	225	90	190
uc009glr.1	1819	42	38	35	43	37	32
uc009gls.1	1336	160	160	127	148	90	115
Q8BUQ3	3841	0	0	0	3	0	0
E9Q980	3823	0	0	0	0	0	0
E9PZ68	3692	0	0	0	0	0	0
uc012fis.1	2952	0	0	0	0	0	0
uc009glz.2	1011	0	0	0	0	0	0
K7N6V2	2589	0	0	0	0	0	0
E9PUT5	2598	0	2	0	0	0	0
L7N2A1	2562	0	0	0	0	0	0
L7N2B8	2598	0	0	0	0	0	0
uc012fiy.1	265	0	0	0	0	0	0
Q9D420	1373	0	0	0	0	0	0
G3UY09	4096	12	10	12	28	23	27
NP_001296318	3760	0	0	0	0	0	0
E9Q981	5011	3	5	5	2	0	3
Q3TRL8	4884	0	0	0	0	0	0
Q6NVD6	3145	48	45	44	102	40	80
K7N712	2580	0	0	0	0	0	0
G3UY53	4075	0	0	0	0	3	0
E9Q0K5	2580	0	0	2	0	0	5
G3UZC7	2565	0	0	0	0	0	0
Q3ULA8	3112	0	0	0	0	2	0
NP_001170996	1428	0	0	0	0	0	0
B2M0R7	1492	0	0	0	0	0	0
G3X9T1	4190	0	0	0	0	0	0
Q8CGF2	4361	12	20	6	0	8	8
Q920G3	2675	0	0	0	0	0	0
B7ZN64	2408	0	0	0	0	0	0
Q80ZE3	2484	0	3	0	0	0	0
P56563	866	0	0	0	0	0	0
Q9CY55	813	0	0	0	0	0	0
Q8C2L9	678	0	0	0	0	0	0
Q9D9H2	616	0	0	5	7	0	0
Q9DCW4	904	1980	3866	3382	1650	3686	1870
uc033iyx.1	73	0	0	0	0	2	0
A0A0N4SUI1	3443	30	235	294	535	195	517
Q8HW98	2567	0	5	114	135	25	115
A2RSL7	4046	0	0	0	0	0	0
uc009gmx.1	454	0	0	0	0	0	0
Q63994	4257	3	0	0	2	0	0
Q63994-2	2488	0	0	0	0	0	0
Q5PPQ4	3381	17	20	30	68	22	60
Q8BIV1	4993	227	265	398	878	213	1100
Q80V81	2412	0	0	0	0	0	0
E9Q5X9	2219	0	0	0	0	0	0
Q9D871	1937	0	0	2	0	0	5
Q91Y57	1849	0	5	3	0	10	0
Q99J10	2459	122	330	77	88	202	80
Q8CGR5	1271	17	55	0	3	40	5
uc009gnj.1	1607	0	0	0	0	0	0
Q8CGR6	1033	0	0	0	0	0	0
uc033iyy.1	2554	3	0	0	0	7	0
B2RVZ0	930	3	10	0	0	12	0
Q9QYN3	1302	0	5	0	0	7	0
NP_064358	1264	2	7	0	0	13	0
Q99M20	1354	150	1215	91	3	1358	0
Q32M27	1475	3	22	9	0	13	0
Q61955	1322	0	18	15	2	22	3
Q91VE3	1745	5	38	0	0	7	0
Q91Y82	1410	27	208	7	0	175	0
Q9D140	1239	0	0	0	0	0	0
Q9Z0M1	1237	0	0	0	0	0	0
Q8CGR4	765	0	0	0	0	0	0
uc009goa.1	448	0	0	0	0	0	0
P07628	860	0	0	0	0	0	0
P00755	867	22	0	0	0	7	0
P15949	870	0	0	0	0	0	0
P15946	863	37	17	0	0	13	0
P36369	877	8	2	0	0	5	0
Q9JM71	888	3	3	0	0	0	0
Q61759	907	0	0	0	0	2	0
P15948	855	0	0	0	0	0	0
P04071	864	2	0	0	0	0	0
Q61754	874	0	0	0	0	0	0
P00756	888	0	0	0	0	0	0
P00757	841	0	0	0	0	0	0
P15945	862	0	0	0	0	0	0
NP_001307260	948	0	0	0	0	0	0
P15947	958	0	0	0	0	0	0
NP_001307261	917	0	0	0	0	0	0
A0A0U1RP08	1128	0	0	0	0	0	0
uc009gor.1	1187	0	0	0	0	0	0
Q9D9U7	1248	0	0	0	0	0	0
Q3TE80	3931	1322	5394	3355	2596	3989	2075
uc012fjl.1	84	2	7	12	5	8	2
uc012fjm.1	72	0	0	0	0	0	0
D3YTS9	1278	0	2	18	22	5	35
uc009goz.1	220	0	3	5	15	0	23
NP_033157	1422	0	0	0	0	0	0
O88200	1956	0	0	66	45	2	52
D3YZU1	7596	2	5	282	448	3	595
uc009gpc.2	1024	0	0	2	0	0	0
NP_001029287	3445	0	0	29	30	0	45
D3Z070	911	0	10	0	5	10	3
uc009gpg.1	2245	0	0	0	2	2	0
G3X9Y1	2498	30	70	114	223	42	140
P0C192	2719	0	0	27	30	0	47
Q9DCQ2	966	0	0	0	0	0	0
Q9CR30	1051	0	0	0	0	0	0
uc009gpm.2	1305	20	23	52	70	15	50
uc033iza.1	65	0	5	12	7	0	5
uc009gpo.2	795	0	3	44	53	5	40
NP_932108	1855	0	0	0	0	0	0
Q3TAS6-2	1942	22	10	25	8	15	23
uc009gps.2	373	0	0	0	0	0	3
A1L3C1	1064	0	8	15	27	5	28
Q5XKE0	3624	8	23	125	187	42	312
O35906	2786	0	20	7	10	7	2
P52431	3583	600	840	786	763	480	692
uc033izb.1	73	0	2	0	0	0	0
uc009gpy.1	409	0	0	0	0	0	0
Q60644	2283	85	290	97	137	237	80
Q8BP65	2370	20	25	9	17	37	15
O09043	2129	70	40	5	3	67	0
NP_001277611	5184	7	5	3	3	10	2
D3YZV2	5056	0	0	0	0	0	0
E9QKI2	5059	0	0	0	0	0	0
Q6URW6	6457	0	0	0	2	2	3
Q6URW6-3	6512	0	0	0	0	0	0
